image_id,headline,caption,section,generated_baseline,alt_text_length
3fd9b3cf-f893-52f7-b555-76ea4609c5ad,Ursids Meteor Shower 2019: Watch It Peak in Night Skies,"A rendering of the orbit followed by the Ursids meteor shower. The white line show's the shower's path, and the bright blue line in the middle represents the earth's orbit. The other circles are other planets in our system's orbit.",Science,"""Rendered illustration showing the Ursids meteor shower orbit (white line) against Earth's orbit (blue) and other planetary orbits, set against a starry space backdrop.""",169
e28937ba-1359-52bb-b275-205c4d88bc8c,What Italian Pediatricians Can Tell Us,"Francesco and Greta Innominati waved from the window of their Rome apartment on March 13 above a banner reading ""Everything is going to be all right.""",Well,"Two children wave from an apartment window with a banner saying ""Everything will be alright"" amidst a global health crisis, highlighting resilience and hope.",157
be5e11f0-f1e7-5e96-b06f-b3f1a05f70d9,The Pool Strives to Deal With Its Famous Dining Room,"The Pool, under the hand of Rich Torrisi, serves seafood with a contemporary outlook.",Food,"A modern dining room with tables set for guests, large windows revealing city lights, and a central pool feature, showcasing The Pool's renovated space by Rich Torrisi.",168
059023cf-4a70-5f30-b750-cb661bfe5cf4,The Future of Food Is Up for Discussion,"Dana Cowin, formerly Food &amp; Wine magazine's editor, will lead a panel discussion on the future of food.",Food,"Close-up of Dana Cowin, smiling, wearing earrings, against a backdrop of yellow and blue text, representing a panel discussion about the future of food.",152
dfbc1f74-37f7-5ae0-86fd-2dd31f3e1b12,China Takes February Inflation Signals in Stride,"Customers at a supermarket Thursday in Changzhi, China. The country's food prices helped lead to higher inflation last month.",Global Business,"Man pushing a shopping cart with children inside through a grocery aisle, surrounded by shelves of goods. Represents economic activity and inflation concerns discussed in the article.",183
6ed6113f-a5c7-5131-89f3-4a400132b2e8,2 Sidelined Pittsburgh Journalists React: One Quits; the Other Sues,"Michael Santiago, a photojournalist, has left The Pittsburgh Post-Gazette, and Alexis Johnson, a reporter, sued it on Tuesday.",Media,"""Photo of Pittsburgh Post-Gazette building with 'Pittsburgh Post-Gazette' sign above, framed by bare branches and a street sign that reads 'Pittsburgh: A Purple Heart City.'""",174
d6253699-f820-56b4-a597-584bbd6a3cc1,"In Tennessee, Blackberry Farm Takes Over a Mountain","Blackberry Mountain is the sister resort to Blackberry Farm, the award winning bastion of Southern hospitality in Tennessee. Here, a view of the main lodge, the swimming pool and cottages.",Travel,"""A scenic view at Blackberry Mountain, showcasing a swimming pool, lounge area, and surrounding lush greenery against a backdrop of mountainous terrain.""",153
76544e0a-f2a2-54bc-86e3-1d2932bdd545,What to See in New York Art Galleries This Week,"""Vishvarupa"" (1961) from ""An Artist of Her Time: Y.G. Srimati and the Indian Style,"" at the Metropolitan Museum of Art.",Art & Design,"A vibrant depiction of Vishvarupa from Y.G. Srimati's ""An Artist of Her Time"" series, showcasing intricate jewelry, multiple heads, and a dynamic, colorful background, at the Metropolitan Museum of Art.",202
b03eb205-0bd5-56ba-80c7-8387f2122f42,"Where Trump Sees Economic 'Disaster,' Experts See Something More Complex","MANUFACTURING The sector has been hurt by the strong dollar, automation and production moves overseas.",Economy,"Worker wearing a safety vest inside an orange vehicle in a manufacturing facility, highlighting concerns about economic trends and global trade impacts.",152
c9d61dd9-9e05-5f44-8fc8-f178a11eb9c0,A Gallery Resurgence in Chelsea,"Walter Price&rsquo;s &ldquo;A breeze filled with determination wafted towards us&rdquo; (2018) at Greene Naftali Gallery. &ldquo;This may be the most exciting painting show in Chelsea right now,&rdquo; our critic says.",Art & Design,"Abstract expressionist painting titled ""A breeze filled with determination wafted towards us"" by Walter Price, featuring bold colors and dynamic brushstrokes, showcased at Greene Naftali Gallery.",195
8eb6bce2-c6aa-5cc2-8640-095cbf4a38ed,Neil Armstrong Died After Heart Surgery. That May Have Been Avoidable.,Neil Armstrong died in August 2012 of complications from coronary bypass surgery. His family received a $6 million wrongful death settlement from a Cincinnati hospital.,Health,"A close-up of Neil Armstrong wearing glasses, his hand resting near his chin, reflecting on his final days before passing away due to complications from heart surgery.",167
df6dfd79-e683-5115-834a-a42c3a83433b,"Save for Retirement First, the Children's Education Second",Brian and Wendy Appelbaum are trying to balance saving for their retirement and for their children's future education.,Your Money,"A family of four, including a smiling man, woman, boy, and girl, sitting together on a couch, illustrating the balance between saving for retirement and children's education.",174
38b981cf-3d90-5624-9832-39367b72855d,"John Fletcher, a.k.a. Ecstasy of the Group Whodini, Dies at 56","Jalil Hutchins, left, and John Fletcher, a.k.a. Ecstasy, of the foundational hip-hop group Whodini in 1984. &ldquo;I can&rsquo;t sing,&rdquo; Mr. Fletcher once said. &ldquo;But I heard somebody rap one day and I said to myself, &lsquo;I can do that.&rsquo;&rdquo;",Music,"Two individuals in a locker room setting, one wearing sunglasses and a checkered shirt, the other in a leather jacket and hat, representing Whodini members.",156
1b649a7f-237c-5409-a549-95b178841d81,Women Say Richard Meier's Conduct Was Widely Known Yet Went Unchecked,"From left, Lucy Nathanson, Liz Lee, Karin Bruckner and Eileen Delgado. They are former employees of Richard Meier&rsquo;s who have come forward to accuse him of sexual misconduct.",Art & Design,"Four women stand together, wearing coats and scarves, outside in an urban setting, representing former employees accusing Richard Meier of sexual misconduct.",157
0816c021-182c-5c80-b4e4-27f3c01e5083,Slow Lorises Are Adorable but They Bite With Flesh-Rotting Venom,A male Javan slow loris named Alomah that was killed in a venomous battle with another slow loris.,Science,"An adorable Javan slow loris with expressive eyes, perched among bamboo leaves, highlighting their unique appearance before a tragic event involving venomous encounters.",169
96cb344b-5492-53ae-84fb-051eb3e32e8c,How the Author of 'Madeline' Created His Most Famous Character,"An image from ""Madeline's Rescue.""",Style,"A child with red hair peers out of an open window in a whimsical, nighttime cityscape, capturing a moment reminiscent of Madeline, the famous character created by Ludwig Bemelmans.",180
b4714fbf-8d3a-560b-8172-21aa43b553b8,Working for a New Normal in Italian Fashion's Understanding of Race,"In 2017 the designer created three jacquard scarves for a collection called ""Check Your Neck.""",Fashion & Style,"A man kneels beside colorful scarves displaying messages like ""WAKE UP FOR FREEDOM"" and ""RESPECT,"" part of an anti-racism initiative by Edward Buchanan.",152
6bb28640-7c09-555a-9443-8cf5745901b2,Yellen Tells College Graduates That Value of a Degree Is Rising,"Janet Yellen, the Federal Reserve chairwoman, giving a commencement address at the University of Baltimore. ""A college diploma or an advanced degree is a key to economic success,"" she told graduates.",Economy,"Janet Yellen delivering a commencement address at the University of Baltimore, wearing a graduation gown and speaking into a microphone against a black background.",163
3f143538-6859-5ddf-a1de-36e5736e462c,Glenn Ligon Rethinks the Color Line in the Show 'Blue Black',"Carrie Mae Weems's ""Blue Black Boy"" (1997), part of ""Blue Black,"" an exhibition curated by the artist Glenn Ligon at the Pulitzer Arts Foundation in St. Louis.",Art & Design,"A young boy with a serious expression in front of textured blue-toned walls, part of the ""Blue Black"" exhibition curated by Glenn Ligon at the Pulitzer Arts Foundation.",168
1f05f82c-d950-5a60-96b6-2d5aa595c021,"Edward P. Lazear, Economist and Presidential Adviser, Dies at 72","Edward Lazear in 2008, when he was chairman of the Council of Economic Advisors in the George W. Bush administration during a worldwide financial crisis.",Economy,"""Edward Lazear speaks during a press briefing in 2008, wearing a suit with an American flag pin, amid a backdrop featuring 'Daily Press Briefing October 30.'""",158
47bd117c-a78c-558c-a85f-f07a943c211c,Raising the G.E.D. Bar Stirs Concern for Students,"Maria Balvin, 21, of Chelsea, Mass., checks the result of a coin toss to determine her group's name at an alternative education program called Youth Build Just-a-Start. The program helps people who didn't finish high school earn a G.E.D.",Education,"""Teacher assists student with a coin toss game in a classroom setting, symbolizing an alternative education program helping students earn their G.E.D.""",151
806d8f9d-c80d-57b6-8f8b-63cd63eea5d8,Stars Will Take Activists to the Golden Globes Red Carpet,"Tarana Burke, the #MeToo founder, will accompany Michelle Williams on the red carpet.",Movies,"A smiling woman in a denim jacket, representing Tarana Burke, the #MeToo founder, as she accompanies Michelle Williams to the Golden Globes red carpet.",151
5a51da95-5702-5211-bfed-603d6ee70c20,"Skating Close to the Edge, Again, on the Debt Ceiling","Jacob J. Lew, the Treasury secretary, said: ""The bottom line is: Time is short."" The limit expires on Friday.",Economy,"""Treasury Secretary Jacob J. Lew in a suit and tie, looking serious against a blue background, with a deadline of a few weeks until the debt ceiling expires.""",158
eb0f44a6-5eff-5a0b-834e-88ed3f15acb0,Fine Timing at the Salon International de la Haute Horlogerie,Altiplano Ultimate Concept,Style,"A Piaget Altiplano Ultimate Concept watch showcasing its intricate mechanical design with visible gears and dials, presented as a standout piece at the Salon International de la Haute Horlogerie.",195
84caa2fb-3d5d-566e-86d9-de804794054e,Reese Witherspoon and Nicole Kidman Benefit From the Streaming Wars,"Reese Witherspoon, left, and Nicole Kidman at the Critics' Choice Awards in January. They are taking advantage of Hollywood's hunger for limited TV series featuring strong women.",Media,"Reese Witherspoon (left) and Nicole Kidman at the Critics' Choice Awards in January, holding awards, celebrating their success in the streaming industry.",153
d21ac457-ffe6-5f97-9b39-6ec8ac2e962f,"Uber Wants to Sell You Train Tickets. And Be Your Bus Service, Too.","In Denver, riders of the city's public transit system, the Regional Transportation District, can use Uber to buy tickets.",Technology,"A train passes beneath an elevated structure in a cityscape, with a sign indicating that Uber offers ticket purchases for the Regional Transportation District (RTD) in Denver.",175
7ed4964b-c8de-5e92-aac9-661a88f54b19,"Fed Says Growth Lifts the Affluent, Leaving Behind Everyone Else","Janet L. Yellen, Fed chairwoman, said that income inequality was ""one of the most disturbing trends facing the nation.""",Economy,"""Janet L. Yellen, seated at a conference table, speaks about income inequality during a discussion on economic growth and its impact on affluent Americans.""",156
3b14c1dc-ed34-52b7-b9ae-94f76b1bcd2c,White Artist's Painting of Emmett Till at Whitney Biennial Draws Protests,"Dana Schutz's ""Open Casket,"" a 2016 painting in the Whitney Biennial.",Art & Design,"Abstract painting of Emmett Till’s open casket; vibrant yellow background contrasts with dark brown coffin. Artwork by Dana Schutz, featured in the 2016 Whitney Biennial.",170
fe975748-410d-5b40-9d82-1ed31457a05e,When Writing a Book Leaves a (Literal) Mark on Its Author,A tattoo artist at work.,Books,"Tattoo artist wearing gloves holds tattoo machine while working on someone's arm. The image captures the process of creating a tattoo, connecting to Jane Kamensky's book about John Singleton Copley.",198
6221c9eb-9b5f-5268-a84b-aecfb45dda7a,"'Zombi Child' Review: Race, Class and Voodoo","Louise Labèque, left, and Wislanda Louimat as the boarding school students Fanny and Mélissa.",Movies,"Two boarding school students, Fanny (Louise Labèque) and Mélissa (Wislanda Louimat), wearing sashes and uniforms, standing together in an indoor corridor.",154
dc3c9e5e-aa23-5ba8-82fa-23a58b54f635,'Olympic Dreams' Review: A Hopeful Rom-Com Fails to Medal,Alexi Pappas and Nick Kroll in &ldquo;Olympic Dreams.&rdquo;,Movies,"Two actors, Alexi Pappas and Nick Kroll, in a scene from ""Olympic Dreams,"" set against a cold, blue-toned background, capturing a moment of connection amidst the icy environment of the 2018 Winter Olympics in Pyeongchang.",221
a8fd4d87-3bc1-5931-9a05-742a0e63bbc3,The Security of Cellular Connections,"If you're unsure about the security of the wireless network you're using, turn off the Wi-Fi setting in the settings and stick with the 4G LTE mobile connection.",Technology,"Two iPhone home screens compare Wi-Fi (left) and LTE (right), emphasizing LTE for enhanced security as advised by the article on cellular connection security.",158
62ccc05d-79b2-5546-bf05-c3ddd5557463,Meet the Woman Who Is the 'Best Thing That Ever Happened' to 'Game of Thrones',"Bernadette Caulfield, an executive producer of &ldquo;Game of Thrones,&rdquo; on the set. Emilia Clarke, who plays the dragon queen Daenerys Targaryen, described her as &ldquo;the beating heart of our show.&rdquo;",Television,"Woman in blue shirt and scarf walks past a group of armored figures with spears and shields on a sunny set, highlighting the production behind ""Game of Thrones.""",161
decc78bd-b71e-5c67-847a-996bb347dd7d,Samsung Cuts Its Forecast as Sales Growth Slows for Its Costliest Smartphones,A Samsung shop in Seoul. Analysts say the market for high-end cellphones is getting saturated.,Global Business,"""Man examining smartphones inside a Samsung mobile store in Seoul, with displays of various devices and promotional material highlighting the Galaxy NX300 camera.""",163
a8ab2bfb-4a4f-503e-ad88-932b5bf31f7d,"For This N.B.A. Rookie, Reality TV Is an Escape That Feels Like Home","Rui Hachimura of the Washington Wizards, second from right, was a guest commentator on the fifth season of the Japanese reality television show &ldquo;Terrace House.&rdquo;",Sports,"""Six people sit together in a cozy living room, engaging in conversation, with Rui Hachimura (Washington Wizards forward) as part of a 'Terrace House' commentary panel.""",169
4826d336-71ac-5b13-9103-007d22112623,Do Gorillas Even Belong in Zoos? Harambe's Death Spurs Debate,"Harambe, the gorilla who was shot dead at the Cincinnati Zoo after a 3-year-old boy fell into his enclosure.",Science,"A close-up of a gorilla with dark fur and expressive eyes, set against a blurred natural background, likely from an article discussing gorilla welfare in zoos following Harambe's tragic death.",192
17a604ad-4a07-5bf6-b6b7-c2fddf537d4d,Bridge Comes to San Francisco With a Made-in-China Label,"The San Francisco-Oakland Bay Bridge. The replacement eastern span is on the right, with the city of San Francisco beyond.",Global Business,"Aerial view of the San Francisco-Oakland Bay Bridge showing the construction of the replacement eastern span, with cranes and workers visible near the water.",157
667c51a2-890d-5033-aeef-4a8eabee1048,'Raised by Wolves': Ridley Scott Explains That Monstrous Finale,"Amanda Collin in ""Raised By Wolves,"" which ended its first season with a disturbing twist reminiscent of some of Ridley Scott's most famous films.",Television,"""A figure in black, crouched amidst rocks and branches, resembling Amanda Collin from 'Raised by Wolves,' suggesting a tense, mysterious moment reminiscent of Ridley Scott's work.""",180
eb5870f0-954a-5cd1-a429-fe00d633c916,Asian Culture Through a Lens,"HISTORY ILLUSTRATED ""Visualizing Cultures"" looks into the visual record of China and Japan.",Education,"Fan illustration depicting a waterfront scene with Chinese buildings, flags from various nations (including U.S., Spain, Britain, Netherlands), and ships, representing trade and cultural exchange during the Canton Trade System period (1700-1860s).",247
9777cd34-346e-5cea-925c-854eaec9f3a2,Bob Woodward Is Criticized for 'She Said' Interview,"The New York Times journalists Jodi Kantor, center, and Megan Twohey during their talk with Bob Woodward on Wednesday in Washington.",Media,"Three individuals discuss ""She Said"" at a formal event; Jodi Kantor gestures while seated between a man and another woman, with book titled ""She Said"" on a table.",162
d01232ec-4349-5808-97f4-e942924c6ec1,'Annihilation' Author Jeff VanderMeer Delivers Fresh Horrors,"""Dead Astronauts"" is a darkly transcendent novel filled with phantasmagoric visions.",Books,"Book cover of ""Dead Astronauts"" by Jeff VanderMeer, featuring vibrant, distorted imagery against a blue background, hinting at a post-apocalyptic theme.",152
97e7e87b-e7cc-5847-a564-85f93b9c7eb9,India's Embrace of Foreign Retailers,"Young women in search of fashionable clothes at a store in the P&M Mall. Still, more than 90 percent of Indian retailing consists of small family-owned stores.",Global Business,"Young women browse fashionable clothes at a store in the P&M Mall, reflecting the growing interest in foreign brands among younger Indians despite traditional retail preferences.",178
ce55ab7b-20d1-57d8-ab51-15d63ead46b1,Europe's Economic Pain Awakens Old Arguments,"A protest rally against government austerity measures in Dublin in November. After the bailouts of Ireland and Greece, anxiety in the euro region lingers.",Global Business,"""A large crowd gathers outside a grand building in Dublin, protesting against government austerity measures amid concerns about Europe's economic policies.""",156
3d644be0-f5e9-57da-a9b6-ede502e043e2,She Married the Priest,"Jonathan Morris, a former Roman Catholic priest and a Fox News contributor, and Kaitlyn Folmer, an ABC News producer, were married Oct. 17 at St. Patrick&rsquo;s Cathedral in New York.",Style,"A bride in a white lace wedding dress holding a bouquet of white flowers walks hand-in-hand with a man in a black tuxedo adorned with a bow tie and boutonniere, symbolizing their wedding at St. Patrick's Cathedral.",214
020c93bc-d639-5a5e-aa58-88248d00c742,Hayden Dunham Makes Art You Can Inhale and Drink,"Hayden Dunham setting up her exhibition ""Bio:Dip"" at Red Bull Studios New York in Chelsea.",Fashion & Style,"Artist Hayden Dunham, wearing white coveralls and gloves, sits amidst art materials and objects in an exhibition setup for ""Bio:Dip"" at Red Bull Studios.",153
46e432a0-2a56-5b6d-b989-077d4db49eae,"Human-Driven Global Warming Is Biggest Threat to Polar Bears, Report Says","Polar bears in Kaktovik, Alaska. Federal wildlife officials have warned that without decisive action on global warming, the bears will almost certainly disappear from much of the Arctic.",Science,"""Polar bears on a rocky shore near water, with buildings and industrial structures in the background, highlighting their vulnerability to human-driven global warming.""",167
f4c3ed0c-9ad9-558d-8555-20a6b5259ef9,Learning With Disabilities,"FOCUS At Landmark, for students with A.D.H.D. and learning disabilities, strategies are developed to deal with attention and productivity issues. For many, the odds are against them.",Education,"A student wearing headphones sits at a desk with dual computer monitors, silhouetted by window light. Represents academic environment at Landmark College for learning disabled students.",185
9b40654f-2582-59de-b956-a8633e99348d,"At 90, Hal Prince Dishes on 'Fiddler,' 'Cabaret' and Reining In Ambition","Front row from left, Hal Prince, Jan Horvath, Andrew Lloyd Webber and Cameron Mackintosh celebrating Mr. Prince's 90th birthday after a performance of ""The Phantom of the Opera"" earlier this month.",Theater,"Celebrating Hal Prince's 90th birthday, with ""Phantom of the Opera"" cast and producers, including Hal Prince, Andrew Lloyd Webber, and Cameron Mackintosh.",154
fbc83241-e7c3-52da-9885-303968a5ebcd,They Only Look Casual,"For the stars of the Instagram generation, the paparazzi-lined pavement between the hotel door and the S.U.V. is the new runway.",Fashion & Style,"A collage featuring stylish individuals in casual attire, with accessories like a pink bag, jeans, sneakers, and a fur coat, emphasizing the fashion choices of famous people.",174
66f3b8fd-351b-5295-8148-ee0a26980038,"Q. and A.: If Workers Are Scarce, Is It the Work or the Wages?","Sarah M. Smith, an owner of Rooforia Home Exteriors, at a job site in Omaha. She said hiring Americans at higher wages was unrealistic, which is why she turned to a program that gives temporary visas to guest workers to find people willing to repair roofs for $17 an hour.",Economy,"""Sarah M. Smith, a roofing business owner, supervises workers repairing a roof while explaining her choice to hire temporary immigrant labor over higher American wages.""",169
4018c9fa-c631-5daf-aeb1-9750550bea29,Trump Reinstates Tariff on Canadian Aluminum,President Trump said that his reimposing of aluminum tariffs on Canada would help struggling American producers.,Economy,"A worker in a hard hat stands next to a large spool of aluminum in a factory setting, illustrating the economic implications of U.S.-Canada trade tensions.",155
5b48d515-7704-5bd7-9177-e64b255ac29c,"Review: In 'milonga,' Tango and Contemporary Flirt","German Cornejo and Gisela Galeassi, two of the 12 dancers performing in the choreographer Sidi Larbi Cherkaoui's boundary-crossing show ""milonga"" at City Center.",Dance,"""Dynamic tango dancers German Cornejo and Gisela Galeassi perform in Sidi Larbi Cherkaoui’s 'milonga' at City Center, showcasing intricate movements and expressive poses.""",171
b1f013b7-eff5-5288-8473-d21bae9cde60,New Rental Tower Rises Where Sonny Rollins Once Lived,"A rendering of the Rollins, a new rental building on the Lower East Side, on the site where the jazz saxophonist Sonny Rollins once rented an apartment. It is part of Essex Crossing, a $1 billion mixed-use project, and will begin leasing apartments in January.",Real Estate,"""Modern brick rental building illuminated against city skyline, part of Essex Crossing, located on the Lower East Side, where Sonny Rollins once lived.""",152
d50e15c7-4628-5af3-bff2-32d54b77ebf9,A Dilemma for Schools Seeking to Reform,"As principal of Paderewski Elementary, JoAnn Roberts commissioned a mural to depict racial harmony.",Education,"""Principal JoAnn Roberts smiles near a mural promoting racial harmony at Paderewski Elementary School, reflecting efforts to improve community and school dynamics.""",164
5e1941dd-b246-5938-805b-f5af49099e31,Will the Rose Bowl Stand in the Way of a Bigger College Football Playoff?,The iconic status of the Rose Bowl is one of the biggest obstacles to expanding the College Football Playoff.,Sports,"""Massive crowd at the Rose Bowl with American flags, a scoreboard, and a prominent Honda sign, highlighting the stadium's significance in college football.""",156
2765fb72-b3d1-53a0-9f86-427fca430167,A Program That Honors Two Vital Mentors,"Martha, May and Me  Rioult Dance New York at the 92nd Street Y on Friday, previewing a program that will debut at the Joyce Theater in June.",Dance,"""Male dancers wearing red capes perform synchronized moves, honoring May O'Donnell and Martha Graham as part of Pascal Rioult's 'Martha, May and Me' ballet preview.""",165
c92493da-4035-5b36-a05d-7bb98996a44b,Oversight Member Blasts the Fed's Efforts to Rescue Main Street,"The Federal Reserve announced the Main Street initiative on March 23, but it took months to get it started.",Economy,"""White marble Federal Reserve building with columns, flag flying atop, surrounded by trees, symbolizing economic oversight and policy discussions surrounding the Main Street initiative.""",186
5a13ddd9-6e59-524a-be0a-8c0c2863114e,Critic's Notebook: New York City Ballet Wraps Up a Memorable Winter Season,"New York City Ballet's season included Justin Peck's ""Rodeo: Four Dance Episodes.""",Dance,"""Six dancers mid-leap in coordinated ballet attire, representing Justin Peck's 'Rodeo: Four Dance Episodes' at New York City Ballet's memorable winter season.""",159
0ce9df66-4fe6-5e75-bb72-d186899a9f3f,New Pressure on Google and YouTube Over Children's Data,"Sundar Pichai, the chief executive of Google, was sent a letter by two House members expressing concern that YouTube may not be complying with a children's privacy law.",Media,"A large screen displays ""Be Internet Awesome"" alongside an animated yellow character and a laptop showing ""Interland."" Below, Sundar Pichai addresses a stage, likely discussing concerns about children's data privacy on YouTube.",227
e2600d7e-87d1-5058-ad76-73377aaeb2e2,Chan Zuckerberg Initiative Builds Political Muscle for Philanthropic Work,"Mark Zuckerberg, chief executive of Facebook, and his wife, Dr. Priscilla Chan, are expanding the Chan Zuckerberg Initiative, the limited liability company they formed in 2015 to focus on education, science and curing disease.",Technology,"""Mark Zuckerberg and Dr. Priscilla Chan stand on stage with a projected question about curing diseases, representing their initiative's focus on philanthropy and research.""",172
c136c26c-c511-54ed-a94b-65d8bb4ef881,Did You Know There Are College Junior Varsity Basketball Teams? North Carolina Has One,"Robbie O'Han, center, played for three seasons on North Carolina's junior varsity team before being called up to the university's top team.",Sports,"Players from North Carolina's junior varsity basketball team walk onto the court, wearing white jerseys with ""Carolina"" on them, as fans watch from the stands.",159
d4ff5036-f683-5d7e-b2d5-9da709b2edb6,New U.S. Treatment Guidelines for Covid-19 Don't See Much Progress,"The panel specifically advised against the malaria drug hydroxychloroquine, which was associated with an increased risk of death.",Health,"""Hand wearing blue glove holds Hydroxychloroquine Sulfate Tablets (200 mg) by Sandoz, highlighting the potential risks mentioned in new COVID-19 treatment guidelines.""",167
d904f71d-677b-5e91-9058-4882956d48bd,"Farhad's Week in Tech: Spotify's Tough Road, and Our Pile of Reader Feedback","Spotify, the music-streaming company, filed documents this week to sell shares on the New York Stock Exchange.",Technology,"A concert scene with a Spotify logo overlay, featuring performers on stage and an audience raising their hands, illuminated by blue and red stage lights.",153
b9418223-efb5-5120-b43e-efb6dbeca330,New York Galleries: What to See Right Now,"Dorothea Rockburne&rsquo;s &ldquo;Narcissus,&rdquo; from 1984, in the show &ldquo;Painters Reply: Experimental Painting in the 1970s and Now.&rdquo;",Art & Design,"Abstract geometric artwork with bold colors and layered textures, part of the ""Painters Reply"" exhibition featuring Dorothea Rockburne’s 1984 piece ""Narcissus.""",160
73428f2c-ebce-517a-a93c-6dccff11e782,"In France, Melania Trump Flies the Fashion Flag of Friendship","Melania Trump, left, wore Valentino to the Bastille Day military parade in Paris on Friday. Brigitte Macron, the wife of President Emmanuel Macron of France, wore a Louis Vuitton navy silk suit.",Fashion & Style,"First Lady Melania Trump, wearing a floral dress, stands alongside Brigitte Macron, dressed in a navy silk suit, during the Bastille Day military parade in Paris.",162
3fd05612-da35-5bd1-8735-93f4c39fa11a,"Sola Pasta Bar, From a Michelin-Starred Chef, Opens in SoHo","Massimo Sola, the chef of Sola Pasta Bar, was inspired to start using woks to prepare pasta four years ago.",Food,"A chef in a kitchen uses a wok to toss pasta with sauce, showcasing the innovative cooking technique at Sola Pasta Bar, a Michelin-starred establishment.",153
20f1a86e-a171-5805-a272-7120acfb780e,Review: 'The Boy Downstairs' Provides a Twist of Fate for Zosia Mamet,"Zosia Mamet in &ldquo;The Boy Downstairs,&rdquo; written and directed by Sophie Brooks.",Movies,"A woman with long blonde hair smiles at a man in an outdoor setting, wearing a blue polka-dot dress. Context: Zosia Mamet in ""The Boy Downstairs,"" a film written and directed by Sophie Brooks.",192
0b045bd4-5f2c-5811-8710-92083e41bd61,Review: 'Trisha Brown: In Plain Site' Sends Dancers Gamboling in the Grass,"Trisha Brown: In Plain Site , a project of the Trisha Brown Dance Company, with Cecily Campbell, left, and Tara Lorenzen, performing in Robert F. Wagner Park as part of the River to River festival.",Dance,"Two dancers in white raise their arms in a riverside park during the River to River festival, with the Statue of Liberty and a cruise ship in the background.",157
640a8a5d-1d61-5028-aa9b-2dda1d86a8d2,At Home in Paris,Artéfact on the Rue des Blancs-Manteaux offers hand-brewed coffee and mixed teas.,Travel,A cup of hand-brewed coffee with froth sits next to a glass carafe filled with coffee grounds on a wooden table at Artéfact on the Rue des Blancs-Manteaux in Paris.,164
c3a3c010-6501-5c6d-94be-1d75ab5a4010,The Long Road Out of Afghanistan,,Opinion,"A soldier in military gear stands between two mud-brick structures under a cloudy sky, symbolizing the challenges of a prolonged conflict and the importance of strategic withdrawal timing in Afghanistan.",203
0a9f5e38-5e40-5738-9684-71de62d4e413,Work Out and Chill?,Are there benefits to exercising at cold temperatures?,Well,"A shirtless man wearing an orange beanie performs push-ups with a water bottle labeled ""givn"" nearby, suggesting the benefits of exercising in cool temperatures.",161
2513f06d-89e0-5e11-b664-6f47c0b1c4d5,Valentines From Julia Child,"The back of this photograph of Julia and Paul Child includes a note signed by Minette, the couple's cat.",Food,"Two individuals in a bathtub with a heart reading ""Wish You Were Here"" above them. Captioned with Valentine’s Day message, tied to Julia Child memorabilia auction.",163
5d5b4c39-57a0-573a-a4ed-c880e0632723,The Conners Return to Confront the Coronavirus,"Lecy Goranson and John Goodman in the new season of &ldquo;The Conners,&rdquo; which begins Wednesday and will grapple directly with the pandemic.",Television,"A woman in a purple floral dress and another in a brown suit, both wearing masks, stand in what appears to be an indoor setting, likely representing the show ""The Conners"" confronting the pandemic.",197
6f4c5abc-520e-54ec-b114-55131065440c,Poor Americans Face Hurdles in Getting Promised Internet,"Isai Sanchez at Churchill Downs in Louisville, Ky., where a nonprofit organization he works for helped families sign up with Charter for internet service.",Technology,"A man stands in an empty street lined with houses, wearing a black hoodie and scarf, with a background of modest homes, representing challenges faced by low-income Americans accessing promised internet services.",211
e9e48317-6ebf-5197-8678-61ff84724bb0,"At Art Fairs, Keep an Open Mind, but Watch the Wallet","Bernard Lumpkin, next to a work of art by Wardell Milan, at a gala on Tuesday for the Art Show. Mr. Lumpkin said he attends art fairs primarily to network, not to buy.",Your Money,"A man with crossed arms stands beside a colorful abstract painting featuring figures and vibrant colors, reflecting themes discussed in the art fair article.",157
4abae1fe-1041-5392-9ac9-c93a75b58487,Trump Administration Escalates Global Fight Over Taxing Tech,"Robert Lighthizer, the United States trade representative, at the White House last month.",Economy,"U.S. Trade Representative Robert Lighthizer speaks during a meeting at the White House regarding tech taxation, as part of a global effort by the Trump administration to address this issue.",189
785f5a49-e51e-5e69-973f-1dbc20b420cd,Recipes for Love,Steak Diane for two.,Food,"A plate of Steak Diane being drizzled with sauce, surrounded by a romantic setting with candles, wine, bread, and a salad, perfect for Valentine's Day.",151
4e4db355-eb88-5af5-afa4-3c32fd1fa5e5,"The Pandemic's Real Toll? 300,000 Deaths, and It's Not Just From the Coronavirus",Health workers at the Brooklyn Hospital Center moved bodies to an overflow morgue trailer in May.,Health,"A health worker in protective gear moves a body in a green-screened trailer, symbolizing the pandemic's impact on mortality rates, especially among young adults and people of color.",181
f4ccb4c7-b789-59a7-9700-e21942f46bae,Kanye West Releases His Gospel-Themed Album 'Jesus Is King',"Kanye West's ninth album, ""Jesus Is King,"" is ""an expression of the gospel,"" the rapper said.",Music,"Kanye West stands on stage wearing a tie-dye sweatshirt, surrounded by bright lights and a large screen, promoting his gospel-themed album ""Jesus Is King.""",155
